transaction_group_id,transaction_type,year,franchise_id_to,franchise_id_from,player_id,extension_year,draft_year,draft_round,draft_franchise_id_original,processed_at
1446,TRADE,2008,15,11,26377,,,,,2008-01-22 18:10:01.01
1446,TRADE,2008,11,15,,,2008,1,15,2008-01-22 18:10:01.01
1447,RELEASE,2008,,11,26933,,,,,2008-01-22 18:10:39.39
1447,RELEASE,2008,,11,27374,,,,,2008-01-22 18:10:39.39
1447,RELEASE,2008,,11,25903,,,,,2008-01-22 18:10:39.39
1447,RELEASE,2008,,11,14612,,,,,2008-01-22 18:10:39.39
1448,RELEASE,2008,,2,27387,,,,,2008-01-22 18:11:39.39
1448,RELEASE,2008,,2,27254,,,,,2008-01-22 18:11:39.39
1448,RELEASE,2008,,2,25324,,,,,2008-01-22 18:11:39.39
1448,RELEASE,2008,,2,27118,,,,,2008-01-22 18:11:39.39
1449,RELEASE,2008,,14,26810,,,,,2008-01-22 18:12:30.30
1449,RELEASE,2008,,14,24793,,,,,2008-01-22 18:12:30.30
1450,TRADE,2008,15,2,25788,,,,,2008-01-22 18:14:13.13
1450,TRADE,2008,2,15,,,2008,3,15,2008-01-22 18:14:13.13
1451,RELEASE,2008,,11,26168,,,,,2008-01-23 22:24:06.06
1451,RELEASE,2008,,11,21520,,,,,2008-01-23 22:24:06.06
1452,RELEASE,2008,,6,26229,,,,,2008-01-23 22:27:27.27
1452,RELEASE,2008,,6,26611,,,,,2008-01-23 22:27:27.27
1453,TRADE,2008,13,6,25695,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,13,6,25361,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,13,6,,,2008,4,6,2008-01-23 22:33:16.16
1453,TRADE,2008,13,6,,,2008,4,17,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,26660,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,26102,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,24955,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,25397,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,26871,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,21637,,,,,2008-01-23 22:33:16.16
1453,TRADE,2008,6,13,,,2008,1,11,2008-01-23 22:33:16.16
1454,RELEASE,2008,,15,23395,,,,,2008-01-23 22:35:54.54
1454,RELEASE,2008,,15,25891,,,,,2008-01-23 22:35:54.54
1454,RELEASE,2008,,15,25140,,,,,2008-01-23 22:35:54.54
1455,RELEASE,2008,,11,24704,,,,,2008-01-24 22:08:07.07
1455,RELEASE,2008,,11,23858,,,,,2008-01-24 22:08:07.07
1456,RELEASE,2008,,24,10834,,,,,2008-01-24 22:09:46.46
1456,RELEASE,2008,,24,24465,,,,,2008-01-24 22:09:46.46
1456,RELEASE,2008,,24,27165,,,,,2008-01-24 22:09:46.46
1456,RELEASE,2008,,24,25357,,,,,2008-01-24 22:09:46.46
1456,RELEASE,2008,,24,26897,,,,,2008-01-24 22:09:46.46
1457,RELEASE,2008,,17,26936,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,24507,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,26095,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,15931,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,24721,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,25469,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,25296,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,26718,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,25669,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,12056,,,,,2008-01-24 22:13:42.42
1457,RELEASE,2008,,17,25588,,,,,2008-01-24 22:13:42.42
1458,TRADE,2008,8,11,,,2008,1,15,2008-01-24 22:17:07.07
1458,TRADE,2008,11,8,25807,,,,,2008-01-24 22:17:07.07
1458,TRADE,2008,11,8,,,2008,3,16,2008-01-24 22:17:07.07
1458,TRADE,2008,11,8,,,2008,4,23,2008-01-24 22:17:07.07
1459,TRADE,2008,8,12,27309,,,,,2008-01-24 22:18:16.16
1459,TRADE,2008,8,12,,,2008,3,23,2008-01-24 22:18:16.16
1459,TRADE,2008,12,8,,,2008,1,8,2008-01-24 22:18:16.16
1459,TRADE,2008,12,8,,,2008,2,8,2008-01-24 22:18:16.16
1459,TRADE,2008,12,8,,,2008,4,8,2008-01-24 22:18:16.16
1460,RELEASE,2008,,9,27439,,,,,2008-01-24 22:33:06.06
1461,RELEASE,2008,,2,24580,,,,,2008-01-24 22:33:43.43
1461,RELEASE,2008,,2,20257,,,,,2008-01-24 22:33:43.43
1462,TRADE,2008,7,24,25334,,,,,2008-01-26 10:45:11.11
1462,TRADE,2008,24,7,,,2008,3,5,2008-01-26 10:45:11.11
1462,TRADE,2008,24,7,,,2008,3,13,2008-01-26 10:45:11.11
1462,TRADE,2008,24,7,,,2008,4,7,2008-01-26 10:45:11.11
1463,TRADE,2008,5,16,26045,,,,,2008-01-26 11:03:41.41
1463,TRADE,2008,5,16,25749,,,,,2008-01-26 11:03:41.41
1463,TRADE,2008,16,5,26886,,,,,2008-01-26 11:03:41.41
1463,TRADE,2008,16,5,,,2008,3,7,2008-01-26 11:03:41.41
1464,TRADE,2008,11,2,25958,,,,,2008-01-26 11:09:30.30
1464,TRADE,2008,11,2,25571,,,,,2008-01-26 11:09:30.30
1464,TRADE,2008,2,11,24774,,,,,2008-01-26 11:09:30.30
1465,TRADE,2008,1,24,24779,,,,,2008-01-26 11:11:14.14
1465,TRADE,2008,1,24,25875,,,,,2008-01-26 11:11:14.14
1465,TRADE,2008,24,1,,,2008,2,1,2008-01-26 11:11:14.14
1465,TRADE,2008,24,1,,,2008,4,1,2008-01-26 11:11:14.14
1466,DRAFT,2008,12,,27497,,,,,2008-01-26 13:06:34.34
1467,DRAFT,2008,4,,27821,,,,,2008-01-26 13:10:07.07
1468,DRAFT,2008,19,,27486,,,,,2008-01-26 13:12:04.04
1469,DRAFT,2008,23,,27499,,,,,2008-01-26 13:14:46.46
1470,DRAFT,2008,3,,27312,,,,,2008-01-26 13:16:31.31
1471,DRAFT,2008,1,,26511,,,,,2008-01-26 13:18:29.29
1472,DRAFT,2008,21,,27843,,,,,2008-01-26 13:19:39.39
1473,DRAFT,2008,17,,27488,,,,,2008-01-26 13:22:32.32
1474,DRAFT,2008,7,,27720,,,,,2008-01-26 13:24:43.43
1475,DRAFT,2008,5,,27495,,,,,2008-01-26 13:28:06.06
1476,TRADE,2008,18,8,,,2008,1,15,2008-01-26 13:39:18.18
1476,TRADE,2008,18,8,,,2008,3,2,2008-01-26 13:39:18.18
1476,TRADE,2008,18,8,,,2008,3,23,2008-01-26 13:39:18.18
1476,TRADE,2008,8,18,,,2008,1,18,2008-01-26 13:39:18.18
1477,DRAFT,2008,8,,27768,,,,,2008-01-26 13:40:21.21
1478,DRAFT,2008,12,,27683,,,,,2008-01-26 13:42:32.32
1479,DRAFT,2008,2,,27490,,,,,2008-01-26 13:45:49.49
1480,DRAFT,2008,22,,27211,,,,,2008-01-26 13:48:05.05
1481,TRADE,2008,17,16,25351,,,,,2008-01-26 13:49:46.46
1481,TRADE,2008,17,16,26353,,,,,2008-01-26 13:49:46.46
1481,TRADE,2008,17,16,26269,,,,,2008-01-26 13:49:46.46
1481,TRADE,2008,16,17,27488,,,,,2008-01-26 13:49:46.46
1481,TRADE,2008,16,17,,,2008,2,17,2008-01-26 13:49:46.46
1482,DRAFT,2008,14,,27494,,,,,2008-01-26 13:51:56.56
1483,DRAFT,2008,13,,27111,,,,,2008-01-26 13:55:28.28
1484,DRAFT,2008,8,,27455,,,,,2008-01-26 14:01:53.53
1485,DRAFT,2008,6,,27577,,,,,2008-01-26 14:08:58.58
1486,DRAFT,2008,5,,27223,,,,,2008-01-26 14:14:28.28
1487,DRAFT,2008,18,,27498,,,,,2008-01-26 14:16:34.34
1488,DRAFT,2008,20,,27576,,,,,2008-01-26 14:18:40.40
1489,DRAFT,2008,12,,27487,,,,,2008-01-26 14:20:14.14
1490,DRAFT,2008,9,,27225,,,,,2008-01-26 14:21:40.40
1491,DRAFT,2008,10,,27157,,,,,2008-01-26 14:26:24.24
1492,DRAFT,2008,12,,27402,,,,,2008-01-26 14:28:09.09
1493,TRADE,2008,4,16,,,2008,2,17,2008-01-26 14:32:26.26
1493,TRADE,2008,4,16,,,2008,3,7,2008-01-26 14:32:26.26
1493,TRADE,2008,16,4,,,2008,2,4,2008-01-26 14:32:26.26
1494,DRAFT,2008,16,,26834,,,,,2008-01-26 14:33:22.22
1495,DRAFT,2008,13,,26729,,,,,2008-01-26 14:34:08.08
1496,DRAFT,2008,23,,27148,,,,,2008-01-26 14:36:21.21
1497,DRAFT,2008,3,,27657,,,,,2008-01-26 14:38:56.56
1498,DRAFT,2008,24,,27761,,,,,2008-01-26 14:40:32.32
1499,DRAFT,2008,21,,27646,,,,,2008-01-26 14:42:31.31
1500,DRAFT,2008,4,,27412,,,,,2008-01-26 14:43:34.34
1501,DRAFT,2008,19,,27529,,,,,2008-01-26 14:45:22.22
1502,DRAFT,2008,12,,27217,,,,,2008-01-26 14:52:16.16
1503,DRAFT,2008,18,,27790,,,,,2008-01-26 14:54:55.55
1504,DRAFT,2008,10,,27793,,,,,2008-01-26 14:55:58.58
1505,DRAFT,2008,2,,27318,,,,,2008-01-26 15:01:19.19
1506,DRAFT,2008,22,,27310,,,,,2008-01-26 15:02:18.18
1507,DRAFT,2008,14,,27378,,,,,2008-01-26 15:03:23.23
1508,DRAFT,2008,19,,26656,,,,,2008-01-26 15:04:16.16
1509,DRAFT,2008,8,,27559,,,,,2008-01-26 15:11:23.23
1510,DRAFT,2008,11,,27151,,,,,2008-01-26 15:12:34.34
1511,DRAFT,2008,18,,27545,,,,,2008-01-26 15:17:42.42
1512,DRAFT,2008,15,,27462,,,,,2008-01-26 15:24:01.01
1513,DRAFT,2008,20,,27840,,,,,2008-01-26 15:25:29.29
1514,DRAFT,2008,12,,27274,,,,,2008-01-26 15:26:09.09
1515,DRAFT,2008,9,,27501,,,,,2008-01-26 15:28:34.34
1516,DRAFT,2008,19,,27649,,,,,2008-01-26 15:29:57.57
1517,DRAFT,2008,12,,27461,,,,,2008-01-26 15:32:37.37
1518,DRAFT,2008,4,,27502,,,,,2008-01-26 15:34:38.38
1519,DRAFT,2008,19,,27792,,,,,2008-01-26 15:35:20.20
1520,DRAFT,2008,18,,27719,,,,,2008-01-26 15:39:03.03
1521,DRAFT,2008,11,,26735,,,,,2008-01-26 15:39:25.25
1522,DRAFT,2008,19,,27438,,,,,2008-01-26 15:40:37.37
1523,DRAFT,2008,21,,27077,,,,,2008-01-26 15:41:33.33
1524,DRAFT,2008,10,,27601,,,,,2008-01-26 15:42:42.42
1525,DRAFT,2008,4,,27313,,,,,2008-01-26 15:43:28.28
1526,DRAFT,2008,19,,27839,,,,,2008-01-26 15:44:43.43
1527,DRAFT,2008,11,,26182,,,,,2008-01-26 15:46:52.52
1528,DRAFT,2008,10,,27304,,,,,2008-01-26 15:47:53.53
1529,DRAFT,2008,18,,26734,,,,,2008-01-26 15:48:26.26
1530,DRAFT,2008,22,,27231,,,,,2008-01-26 15:49:38.38
1531,DRAFT,2008,24,,27355,,,,,2008-01-26 15:54:14.14
1532,DRAFT,2008,24,,27068,,,,,2008-01-26 15:54:29.29
1533,DRAFT,2008,11,,26711,,,,,2008-01-26 15:59:56.56
1534,DRAFT,2008,10,,27795,,,,,2008-01-26 16:01:10.10
1535,DRAFT,2008,24,,27849,,,,,2008-01-26 16:01:41.41
1536,DRAFT,2008,2,,26008,,,,,2008-01-26 16:02:36.36
1537,DRAFT,2008,19,,27797,,,,,2008-01-26 16:04:05.05
1538,DRAFT,2008,12,,27698,,,,,2008-01-26 16:06:48.48
1539,DRAFT,2008,18,,27075,,,,,2008-01-26 16:11:28.28
1540,DRAFT,2008,19,,27282,,,,,2008-01-26 16:12:13.13
1541,DRAFT,2008,12,,27802,,,,,2008-01-26 16:16:25.25
1542,DRAFT,2008,4,,27653,,,,,2008-01-26 16:16:57.57
1543,DRAFT,2008,10,,27533,,,,,2008-01-26 16:18:19.19
1544,DRAFT,2008,11,,27454,,,,,2008-01-26 16:22:28.28
1545,DRAFT,2008,3,,27857,,,,,2008-01-26 16:24:06.06
1546,DRAFT,2008,24,,27836,,,,,2008-01-26 16:24:41.41
1547,DRAFT,2008,21,,27537,,,,,2008-01-26 16:25:38.38
1548,DRAFT,2008,13,,27124,,,,,2008-01-26 16:26:23.23
1549,DRAFT,2008,24,,27388,,,,,2008-01-26 16:27:15.15
1550,DRAFT,2008,24,,26926,,,,,2008-01-26 16:27:23.23
1551,DRAFT,2008,18,,26927,,,,,2008-01-26 16:28:30.30
1552,DRAFT,2008,13,,27112,,,,,2008-01-26 16:32:17.17
1553,DRAFT,2008,2,,27475,,,,,2008-01-26 16:34:19.19
1554,DRAFT,2008,22,,27837,,,,,2008-01-26 16:35:34.34
1555,DRAFT,2008,14,,27344,,,,,2008-01-26 16:36:16.16
1556,DRAFT,2008,11,,26841,,,,,2008-01-26 16:37:57.57
1557,DRAFT,2008,24,,27851,,,,,2008-01-26 16:39:11.11
1558,DRAFT,2008,10,,27818,,,,,2008-01-26 16:40:35.35
1559,DRAFT,2008,5,,26874,,,,,2008-01-26 16:42:16.16
1560,DRAFT,2008,15,,27838,,,,,2008-01-26 16:43:07.07
1561,DRAFT,2008,19,,27301,,,,,2008-01-26 16:43:48.48
1562,DRAFT,2008,12,,27103,,,,,2008-01-26 16:48:05.05
1563,DRAFT,2008,24,,26805,,,,,2008-01-26 16:48:26.26
1564,DRAFT,2008,19,,27816,,,,,2008-01-26 16:48:55.55
1565,RELEASE,2008,,18,27445,,,,,2008-01-27 15:28:41.41
1565,RELEASE,2008,,18,25998,,,,,2008-01-27 15:28:41.41
1565,RELEASE,2008,,18,26657,,,,,2008-01-27 15:28:41.41
1565,RELEASE,2008,,18,25799,,,,,2008-01-27 15:28:41.41
1566,TRADE,2008,1,7,12316,,,,,2008-01-30 22:23:40.40
1566,TRADE,2008,1,7,26401,,,,,2008-01-30 22:23:40.40
1566,TRADE,2008,7,1,26244,,,,,2008-01-30 22:23:40.40
1567,TRADE,2008,11,13,26489,,,,,2008-01-30 22:27:43.43
1567,TRADE,2008,11,13,21789,,,,,2008-01-30 22:27:43.43
1567,TRADE,2008,11,13,,,2009,4,13,2008-01-30 22:27:43.43
1567,TRADE,2008,13,11,,,2009,2,11,2008-01-30 22:27:43.43
1568,RELEASE,2008,,11,24777,,,,,2008-01-30 22:31:31.31
1569,TRADE,2008,3,11,27398,,,,,2008-01-30 22:32:28.28
1569,TRADE,2008,11,3,,,2009,2,3,2008-01-30 22:32:28.28
1570,RELEASE,2008,,8,26913,,,,,2008-01-30 22:34:00.00
1570,RELEASE,2008,,8,25319,,,,,2008-01-30 22:34:00.00
1570,RELEASE,2008,,8,26376,,,,,2008-01-30 22:34:00.00
1571,RELEASE,2008,,12,27432,,,,,2008-01-31 22:51:05.05
1571,RELEASE,2008,,12,26702,,,,,2008-01-31 22:51:05.05
1572,RELEASE,2008,,23,26746,,,,,2008-01-31 22:52:09.09
1573,RELEASE,2008,,14,25068,,,,,2008-01-31 22:53:56.56
1573,RELEASE,2008,,14,21667,,,,,2008-01-31 22:53:56.56
1573,RELEASE,2008,,14,25948,,,,,2008-01-31 22:53:56.56
1574,RELEASE,2008,,20,25199,,,,,2008-01-31 22:55:36.36
1575,TRADE,2008,21,5,27495,,,,,2008-02-01 20:57:41.41
1575,TRADE,2008,5,21,26909,,,,,2008-02-01 20:57:41.41
1576,RELEASE,2008,,10,26856,,,,,2008-02-01 21:03:34.34
1576,RELEASE,2008,,10,25201,,,,,2008-02-01 21:03:34.34
1576,RELEASE,2008,,10,25386,,,,,2008-02-01 21:03:34.34
1576,RELEASE,2008,,10,26021,,,,,2008-02-01 21:03:34.34
1576,RELEASE,2008,,10,26672,,,,,2008-02-01 21:03:34.34
1576,RELEASE,2008,,10,23274,,,,,2008-02-01 21:03:34.34
1577,RELEASE,2008,,8,26221,,,,,2008-02-02 10:24:44.44
1578,RELEASE,2008,,18,25129,,,,,2008-02-02 10:25:54.54
1578,RELEASE,2008,,18,25482,,,,,2008-02-02 10:25:54.54
1579,TRADE,2008,2,5,25781,,,,,2008-02-05 22:20:12.12
1579,TRADE,2008,2,5,,,2009,3,5,2008-02-05 22:20:12.12
1579,TRADE,2008,5,2,11155,,,,,2008-02-05 22:20:12.12
1580,SIGN,2008,14,,16494,,,,,2008-02-09 03:48:18.18
1581,SIGN,2008,17,,25104,,,,,2008-02-09 03:49:06.06
1582,SIGN,2008,6,,22150,,,,,2008-02-09 03:49:38.38
1583,SIGN,2008,7,,16365,,,,,2008-02-09 03:49:51.51
1584,SIGN,2008,18,,25659,,,,,2008-02-09 03:50:22.22
1585,SIGN,2008,1,,24876,,,,,2008-02-09 03:50:41.41
1586,SIGN,2008,3,,24905,,,,,2008-02-09 03:51:01.01
1587,SIGN,2008,5,,25933,,,,,2008-02-09 03:51:20.20
1588,SIGN,2008,13,,24690,,,,,2008-02-09 03:51:38.38
1589,SIGN,2008,24,,20619,,,,,2008-02-09 03:52:26.26
1590,SIGN,2008,11,,20955,,,,,2008-02-09 03:53:17.17
1591,SIGN,2008,23,,25929,,,,,2008-02-09 04:08:54.54
1592,SIGN,2008,19,,25564,,,,,2008-02-09 04:09:14.14
1593,SIGN,2008,4,,15877,,,,,2008-02-09 04:09:46.46
1594,SIGN,2008,12,,24576,,,,,2008-02-09 04:10:23.23
1595,SIGN,2008,21,,18149,,,,,2008-02-09 04:10:35.35
1596,SIGN,2008,2,,24923,,,,,2008-02-09 04:10:56.56
1597,SIGN,2008,22,,25139,,,,,2008-02-09 04:11:12.12
1598,SIGN,2008,16,,14719,,,,,2008-02-09 04:11:35.35
1599,SIGN,2008,20,,22936,,,,,2008-02-09 04:11:57.57
1600,SIGN,2008,8,,24839,,,,,2008-02-09 04:12:33.33
1601,SIGN,2008,9,,23452,,,,,2008-02-09 04:12:48.48
1602,SIGN,2008,10,,21494,,,,,2008-02-09 04:13:04.04
1603,TRADE,2008,24,10,26575,,,,,2008-02-09 12:17:42.42
1603,TRADE,2008,24,10,,,2009,2,10,2008-02-09 12:17:42.42
1603,TRADE,2008,10,24,20619,,,,,2008-02-09 12:17:42.42
1604,TRADE,2008,5,20,26334,,,,,2008-02-12 20:10:23.23
1604,TRADE,2008,5,20,,,2009,2,20,2008-02-12 20:10:23.23
1604,TRADE,2008,20,5,25380,,,,,2008-02-12 20:10:23.23
1605,TRADE,2008,16,7,24838,,,,,2008-02-12 20:13:09.09
1605,TRADE,2008,16,7,,,2009,3,7,2008-02-12 20:13:09.09
1605,TRADE,2008,7,16,14719,,,,,2008-02-12 20:13:09.09
1606,TRADE,2008,11,20,24803,,,,,2008-02-12 20:21:07.07
1606,TRADE,2008,11,20,24842,,,,,2008-02-12 20:21:07.07
1606,TRADE,2008,20,11,25958,,,,,2008-02-12 20:21:07.07
1607,TRADE,2008,19,13,25361,,,,,2008-02-12 20:24:53.53
1607,TRADE,2008,19,13,,,2009,3,13,2008-02-12 20:24:53.53
1607,TRADE,2008,13,19,26561,,,,,2008-02-12 20:24:53.53
1608,TRADE,2008,8,19,26725,,,,,2008-02-12 21:28:13.13
1608,TRADE,2008,8,19,25361,,,,,2008-02-12 21:28:13.13
1608,TRADE,2008,19,8,25862,,,,,2008-02-12 21:28:13.13
1608,TRADE,2008,19,8,27201,,,,,2008-02-12 21:28:13.13
1608,TRADE,2008,19,8,,,2009,3,8,2008-02-12 21:28:13.13
1609,TRADE,2008,10,4,27502,,,,,2008-02-14 09:52:37.37
1609,TRADE,2008,10,4,26775,,,,,2008-02-14 09:52:37.37
1609,TRADE,2008,10,4,,,2009,2,4,2008-02-14 09:52:37.37
1609,TRADE,2008,10,4,,,2009,3,4,2008-02-14 09:52:37.37
1609,TRADE,2008,4,10,20619,,,,,2008-02-14 09:52:37.37
1609,TRADE,2008,4,10,,,2009,3,10,2008-02-14 09:52:37.37
1609,TRADE,2008,4,10,,,2009,4,10,2008-02-14 09:52:37.37
1610,SIGN,2008,18,,24989,,,,,2008-02-16 08:49:15.15
1610,SIGN,2008,18,,24580,,,,,2008-02-16 08:49:15.15
1611,SIGN,2008,9,,11789,,,,,2008-02-16 08:49:58.58
1611,SIGN,2008,9,,22784,,,,,2008-02-16 08:49:58.58
1612,SIGN,2008,13,,22293,,,,,2008-02-16 08:50:44.44
1613,SIGN,2008,12,,12943,,,,,2008-02-16 08:51:07.07
1614,SIGN,2008,23,,25130,,,,,2008-02-16 08:52:02.02
1614,SIGN,2008,23,,10667,,,,,2008-02-16 08:52:02.02
1615,SIGN,2008,21,,14612,,,,,2008-02-16 08:53:09.09
1615,SIGN,2008,21,,10181,,,,,2008-02-16 08:53:09.09
1616,SIGN,2008,3,,12328,,,,,2008-02-16 08:54:23.23
1617,SIGN,2008,17,,24995,,,,,2008-02-16 09:02:09.09
1617,SIGN,2008,17,,24920,,,,,2008-02-16 09:02:09.09
1618,SIGN,2008,8,,25278,,,,,2008-02-16 09:15:16.16
1619,SIGN,2008,7,,24506,,,,,2008-02-16 09:15:27.27
1620,SIGN,2008,2,,22916,,,,,2008-02-16 09:16:09.09
1620,SIGN,2008,2,,25490,,,,,2008-02-16 09:16:09.09
1621,SIGN,2008,24,,16814,,,,,2008-02-16 09:16:41.41
1621,SIGN,2008,24,,24861,,,,,2008-02-16 09:16:41.41
1622,SIGN,2008,14,,16244,,,,,2008-02-16 09:17:00.00
1623,SIGN,2008,15,,23429,,,,,2008-02-16 09:17:17.17
1624,SIGN,2008,16,,16453,,,,,2008-02-16 09:17:47.47
1624,SIGN,2008,16,,24453,,,,,2008-02-16 09:17:47.47
1625,SIGN,2008,19,,24941,,,,,2008-02-16 09:18:16.16
1625,SIGN,2008,19,,25715,,,,,2008-02-16 09:18:16.16
1626,SIGN,2008,6,,24511,,,,,2008-02-16 09:18:34.34
1626,SIGN,2008,6,,24883,,,,,2008-02-16 09:18:34.34
1627,TRADE,2008,14,24,25675,,,,,2008-02-21 22:55:00.00
1627,TRADE,2008,24,14,,,2009,2,14,2008-02-21 22:55:00.00
1628,TRADE,2008,7,24,16814,,,,,2008-02-21 22:57:56.56
1628,TRADE,2008,24,7,13144,,,,,2008-02-21 22:57:56.56
1628,TRADE,2008,24,7,,,2009,2,7,2008-02-21 22:57:56.56
1628,TRADE,2008,24,7,,,2009,4,7,2008-02-21 22:57:56.56
1629,TRADE,2008,12,20,26903,,,,,2008-02-21 23:00:02.02
1629,TRADE,2008,12,20,,,2009,3,20,2008-02-21 23:00:02.02
1629,TRADE,2008,20,12,22314,,,,,2008-02-21 23:00:02.02
1630,TRADE,2008,13,24,,,2009,2,10,2008-02-21 23:02:32.32
1630,TRADE,2008,24,13,14779,,,,,2008-02-21 23:02:32.32
1630,TRADE,2008,24,13,26800,,,,,2008-02-21 23:02:32.32
1631,TRADE,2008,1,24,11452,,,,,2008-02-21 23:05:23.23
1631,TRADE,2008,1,24,14779,,,,,2008-02-21 23:05:23.23
1631,TRADE,2008,24,1,24810,,,,,2008-02-21 23:05:23.23
1631,TRADE,2008,24,1,12316,,,,,2008-02-21 23:05:23.23
1631,TRADE,2008,24,1,,,2009,2,1,2008-02-21 23:05:23.23
1632,TRADE,2008,3,12,24709,,,,,2008-02-21 23:07:50.50
1632,TRADE,2008,12,3,,,2009,1,3,2008-02-21 23:07:50.50
1633,TRADE,2008,11,24,24861,,,,,2008-02-23 10:48:48.48
1633,TRADE,2008,24,11,24803,,,,,2008-02-23 10:48:48.48
1633,TRADE,2008,24,11,,,2009,3,11,2008-02-23 10:48:48.48
1634,TRADE,2008,7,11,20955,,,,,2008-02-23 11:21:57.57
1634,TRADE,2008,7,11,26711,,,,,2008-02-23 11:21:57.57
1634,TRADE,2008,7,11,26859,,,,,2008-02-23 11:21:57.57
1634,TRADE,2008,11,7,15072,,,,,2008-02-23 11:21:57.57
1634,TRADE,2008,11,7,,,2009,1,7,2008-02-23 11:21:57.57
1635,SIGN,2008,1,,25272,,,,,2008-02-23 18:24:20.20
1636,SIGN,2008,4,,25357,,,,,2008-02-23 18:24:39.39
1636,SIGN,2008,4,,11852,,,,,2008-02-23 18:24:39.39
1637,SIGN,2008,13,,26692,,,,,2008-02-23 18:25:02.02
1638,SIGN,2008,22,,17664,,,,,2008-02-23 18:25:18.18
1639,SIGN,2008,21,,14660,,,,,2008-02-23 18:25:51.51
1639,SIGN,2008,21,,25700,,,,,2008-02-23 18:25:51.51
1639,SIGN,2008,21,,25778,,,,,2008-02-23 18:25:51.51
1640,SIGN,2008,10,,24880,,,,,2008-02-23 18:26:34.34
1641,SIGN,2008,3,,15461,,,,,2008-02-23 18:27:29.29
1642,SIGN,2008,11,,24728,,,,,2008-02-23 18:28:00.00
1642,SIGN,2008,11,,24732,,,,,2008-02-23 18:28:00.00
1642,SIGN,2008,11,,19349,,,,,2008-02-23 18:28:00.00
1643,SIGN,2008,17,,26403,,,,,2008-02-23 18:29:19.19
1644,SIGN,2008,7,,14974,,,,,2008-02-23 18:29:41.41
1645,SIGN,2008,2,,22217,,,,,2008-02-23 18:30:20.20
1645,SIGN,2008,2,,19217,,,,,2008-02-23 18:30:20.20
1646,SIGN,2008,24,,25535,,,,,2008-02-23 18:30:56.56
1647,SIGN,2008,5,,24783,,,,,2008-02-23 18:31:20.20
1648,SIGN,2008,16,,24765,,,,,2008-02-23 18:31:54.54
1648,SIGN,2008,16,,25303,,,,,2008-02-23 18:31:54.54
1648,SIGN,2008,16,,25007,,,,,2008-02-23 18:31:54.54
1649,SIGN,2008,19,,26612,,,,,2008-02-23 18:32:27.27
1649,SIGN,2008,19,,24498,,,,,2008-02-23 18:32:27.27
1650,SIGN,2008,6,,14800,,,,,2008-02-23 18:32:46.46
1650,SIGN,2008,6,,10230,,,,,2008-02-23 18:32:46.46
1651,TRADE,2008,17,11,27207,,,,,2008-02-29 19:49:17.17
1651,TRADE,2008,11,17,26478,,,,,2008-02-29 19:49:17.17
1651,TRADE,2008,11,17,,,2009,4,17,2008-02-29 19:49:17.17
1652,TRADE,2008,24,10,,,2009,2,4,2008-02-29 19:51:49.49
1652,TRADE,2008,10,24,25535,,,,,2008-02-29 19:51:49.49
1652,TRADE,2008,10,24,26590,,,,,2008-02-29 19:51:49.49
1653,TRADE,2008,11,9,11210,,,,,2008-02-29 19:55:01.01
1653,TRADE,2008,11,9,24377,,,,,2008-02-29 19:55:01.01
1653,TRADE,2008,9,11,15072,,,,,2008-02-29 19:55:01.01
1654,SIGN,2008,1,,25802,,,,,2008-03-02 19:51:36.36
1655,SIGN,2008,4,,25439,,,,,2008-03-02 19:51:58.58
1655,SIGN,2008,4,,25970,,,,,2008-03-02 19:51:58.58
1656,SIGN,2008,22,,26144,,,,,2008-03-02 19:53:11.11
1656,SIGN,2008,22,,24976,,,,,2008-03-02 19:53:11.11
1656,SIGN,2008,22,,27452,,,,,2008-03-02 19:53:11.11
1657,SIGN,2008,12,,21520,,,,,2008-03-02 19:53:48.48
1657,SIGN,2008,12,,26057,,,,,2008-03-02 19:53:48.48
1657,SIGN,2008,12,,24515,,,,,2008-03-02 19:53:48.48
1658,SIGN,2008,21,,25089,,,,,2008-03-02 19:54:13.13
1659,SIGN,2008,3,,25711,,,,,2008-03-02 19:55:01.01
1660,SIGN,2008,11,,24482,,,,,2008-03-02 19:55:53.53
1660,SIGN,2008,11,,24999,,,,,2008-03-02 19:55:53.53
1660,SIGN,2008,11,,20127,,,,,2008-03-02 19:55:53.53
